gene,alias
POTEB3,POTEB
POTEB3,POTEB3
LOC102724632,LOC102724632
LOC102724637,LOC102724637
LOC102724638,LOC102724638
LOC102724642,LOC102724642
FAM245B,FAM245B
LOC102724646,LOC102724646
LINC01919,LINC01919
LOC102724652,CRYAA
LOC102724652,CRYAA2
LOC102724652,LOC102724652
LOC102724653,LOC102724653
AQP7P5,AQP7P5
MSANTD5,MSANTD5
C1orf167-AS1,C1orf167-AS1
HILPDA-AS1,HILPDA-AS1
LINC01645,LINC01645
PPFIA2-AS1,PPFIA2-AS1
DPY19L1P2,THC1072510
DPY19L1P2,DPY19L1P2
LOC102724670,LOC102724670
LOC102724672,LOC102724672
LOC102724677,LOC102724677
LINC01423,LINC01423
LINC02556,LINC02556
LOC102724680,LOC102724680
LOC102724682,LOC102724682
LOC102724684,LOC102724684
LOC102724687,LOC102724687
MRPS9-AS2,MRPS9-AS2
LINC01905,LINC01905
LINC02043,LINC02043
LOC102724700,LOC102724700
LOC102724701,CH507-145C22.1
LOC102724701,CH507-154B10.1
LOC102724701,LOC102724701
UBE2V1P8,UBE2V1P8
ARFGEF1-DT,ARFGEF1-DT
LOC102724710,LOC102724710
LOC102724711,LOC102724711
LINC01857,LINC01857
MYO1D-DT,MYO1D-DT
LOC102724719,LOC102724719
LOC102724720,LOC102724720
LOC102724723,LOC102724723
LOC102724726,LOC102724726
LOC102724727,LOC102724727
LOC102724728,LOC102724728
LOC102724731,LOC102724731
LOC102724732,LOC102724732
LOC102724734,LOC102724734
LOC102724736,LOC102724736
LOC102724737,LOC102724737
LOC102724738,LOC102724738
LOC102724740,LOC102724740
PRAMEF28P,PRAMEF28
PRAMEF28P,PRAMEF28P
LOC102724744,LOC102724744
LOC102724745,LOC102724745
LOC102724748,LOC102724748
LOC102724749,LOC102724749
LOC102724750,LOC102724750
LOC102724751,LOC102724751
LOC102724754,LOC102724754
LOC102724760,LOC102724760
LINC02040,LINC02040
LOC102724765,LOC102724765
LOC102724768,LOC102724768
LOC102724770,LOC102724770
LOC102724772,LOC102724772
LINC01594,TCONS_l2_00015893
LINC01594,LINC01594
LOC102724775,LOC102724775
LOC102724776,LOC102724776
LOC102724777,LOC102724777
LOC102724778,LOC102724778
LOC102724780,LOC102724780
LOC102724784,LOC102724784
LOC102724785,LOC102724785
LOC102724787,LOC102724787
LOC102724788,LOC102724788
LOC102724793,LOC102724793
LOC102724800,LOC102724800
LOC102724801,LOC102724801
LOC102724802,LOC102724802
LOC102724804,LOC102724804
LOC102724805,LOC102724805
LOC102724808,LOC102724808
CHD1-DT,LINC02062
CHD1-DT,CHD1-DT
LOC102724813,LOC102724813
AP1G2-AS1,AP1G2-AS1
UBE2V1P4,UBE2V1P4
LOC102724817,LOC102724817
LOC102724818,LOC102724818
LANCL1-AS1,LANCLOT
LANCL1-AS1,LANCL1-AS1
LOC102724822,LOC102724822
LOC102724823,LOC102724823
ZNF337-AS1,ZNF337-AS1
MIATNB,MIATNB
LOC102724830,LOC102724830
ANKRD17-DT,ANKRD17-DT
LINC02822,LINC02822
LOC102724838,LOC102724838
LOC102724843,LOC102724843
LINC00596,C14orf165
LINC00596,CNSLT1I7G
LINC00596,LINC00596
LOC102724847,LOC102724847
LOC102724848,LOC102724848
LOC102724849,LOC102724849
CCL3-AS1,CCL3-AS1
LOC102724851,LOC102724851
LOC102724852,LOC102724852
NDUFA5P10,NDUFA5P10
LINC02113,CTD-2151A2.1
LINC02113,LINC02113
LOC102724856,LOC102724856
LOC102724857,LOC102724857
LOC102724858,LOC102724858
LOC102724859,LOC102724859
LOC102724861,LOC102724861
TBC1D3I,PRC17
TBC1D3I,TBC1D3
TBC1D3I,TBC1D3A
TBC1D3I,TBC1D3I
LOC102724863,LOC102724863
LOC102724865,LOC102724865
NDUFA5P11,NDUFA5P11
TPT1P11,TPT1P11
LOC102724874,LOC102724874
LOC102724875,LOC102724875
LOC102724877,LOC102724877
LOC102724880,LOC102724880
LOC102724881,LOC102724881
LOC102724883,LOC102724883
LINC02293,LINC02293
LOC102724892,LOC102724892
LIVAR,lnc18q22.2
LIVAR,LIVAR
LOC102724900,LOC102724900
LOC102724902,LOC102724902
LOC102724903,LOC102724903
LOC102724904,LOC102724904
LOC102724906,LOC102724906
CYLD-AS1,CYLD-AS1
LOC102724908,LOC102724908
LINC01899,LINC01899
LOC102724916,LOC102724916
LINC02327,LINC02327
PDC-AS1,PDC-AS1
LOC102724922,LOC102724922
FRG1KP,FRG1KP
LINC02861,LINC02861
CCNYL3,CCNYL3
LOC102724929,LOC102724929
LINC02412,LINC02412
LOC102724934,LOC102724934
LOC102724937,LOC102724937
LOC102724938,LOC102724938
LINC02128,LINC02187
LINC02128,LINC02128
LOC102724943,LOC102724943
LOC102724945,LOC102724945
LOC102724946,LOC102724946
LOC102724948,LOC102724948
LOC102724949,LOC102724949
LOC102724950,LOC102724950
LOC102724951,LOC102724951
RGS2-AS1,LINC01032
RGS2-AS1,RGS2-AS1
LOC102724955,LOC102724955
LOC102724956,LOC102724956
LOC102724958,LOC102724958
LOC102724960,LOC102724960
LOC102724962,LOC102724962
LOC102724965,LOC102724965
LOC102724968,LOC102724968
LOC102724971,IGH
LOC102724971,IGHV4
LOC102724971,IGHV4-04
LOC102724971,IGHV4-4
LOC102724971,IGHV@
LOC102724971,IGVH
LOC102724971,IgA
LOC102724971,V4-4b
LOC102724971,ighv
LOC102724971,LOC102724971
LOC102724977,LOC102724977
LOC102724983,LOC102724983
LOC102724984,LOC102724984
LOC102724992,LOC102724992
LOC102724994,LOC102724994
LOC102724999,LOC102724999
LOC102725000,LOC102725000
LOC102725003,LOC102725003
LOC102725019,LOC102725019
ARHGAP11B-DT,ARHGAP11B-DT
LINC02352,LINC02352
LOC102725023,KIR2DS3
LOC102725023,LOC102725023
LOC102725035,LOC102725035
LOC102725044,LOC102725044
NOVA1-DT,C14orf22
NOVA1-DT,LINC02588
NOVA1-DT,NOVA1-AS1
NOVA1-DT,NOVA1-DT
LOC102725048,LOC102725048
LOC102725051,LOC102725051
LOC102725065,LOC102725065
MICB-DT,TCONS_00012692
MICB-DT,MICB-DT
LOC102725072,LOC102725072
LINC01878,LINC01878
LOC102725080,LOC102725080
LOC102725082,LOC102725082
LOC102725101,LOC102725101
CDH18-AS1,CDH18-AS1
LOC102725112,LOC102725112
LOC102725116,LOC102725116
DDX11L17,DDX11L17
LMX1A-AS1,LMX1A-AS1
LOC102725148,LOC102725148
LOC102725159,LOC102725159
LOC102725165,LOC102725165
LOC102725168,LOC102725168
LINC01595,LINC01595
LOC102725180,LOC102725180
LOC102725191,LOC102725191
CAMTA1-AS2,CAMTA1-AS2
CEP250-AS1,CEP250-AS1
LOC102725220,LOC102725220
LOC102725227,LOC102725227
LOC102725228,LOC102725228
LOC102725231,LOC102725231
LOC102725238,LOC102725238
LOC102725254,LOC102725254
LOC102725258,LOC102725258
LINC01232,TCONS_00021520
LINC01232,LINC01232
LOC102725532,LOC102725532
ELDR,Fabl
ELDR,LINC01156
ELDR,ELDR
MRX92,MRX92
DDH2,DDH2
MRX95,MRX95
HAGLROS,HAGLROS
TP53COR1,TRP53COR1
TP53COR1,linc-p21
TP53COR1,lincRNA-p21
TP53COR1,TP53COR1
MIR7515HG,MIR7515HG
LINC01246,LINC01246
LINC01222,TCONS_00000112
LINC01222,LINC01222
TPTEP2-CSNK1E,LOC400927-CSNK1E
TPTEP2-CSNK1E,TPTEP2-CSNK1E
LINC01230,TCONS_00015639
LINC01230,linc-DMRT2
LINC01230,lnc-DRMT2
LINC01230,LINC01230
LINC01828,LINC01828
LOC102929163,LOC102929163
DEL15Q11.2,C15DELq11.2
DEL15Q11.2,DEL15Q11.2
DEL5Q12,C5DELq12
DEL5Q12,DEL5Q12
DDD3,DDD3
CASC21,CARLO2
CASC21,CARLo-2
CASC21,LINC01244
CASC21,CASC21
CASC19,CARLO6
CASC19,CARLo-6
CASC19,LINC01245
CASC19,CASC19
ABALON,INXS
ABALON,ABALON
LOC103021295,LOC103021295
SLC26A9-AS1,SLC26A9-AS1
LOC103047893,LOC103047893
NDUFA5P8,NDUFA5P8
SNHG22,SCARNA17
SNHG22,SCARNA17HG
SNHG22,SNHG22
BRWD1-AS2,BRWD1-IT2
BRWD1-AS2,C21orf87
BRWD1-AS2,NCRNA00257
BRWD1-AS2,BRWD1-AS2
LINC01145,LINC01145
TRBVC,TRBVC
IGHV3-43D,IGHV3-43D
ETL6,ETL6
LINC01276,LINC01276
LOC103156999,LOC103156999
PAUPAR,PAUPAR
PCAT2,CARLO4
PCAT2,CARLo-4
PCAT2,PCA2
PCAT2,TCONS_00015167
PCAT2,PCAT2
DUP8Q22.1,C8DUPq22.1
DUP8Q22.1,DUP8Q22.1
LOC103171574,LOC103171574
LINC02333,LINC02333
LINC01362,LINC01362
LINC02759,LINC02759
LINCR-0002,LINCR-0002
FRIASS,C14DELq22
FRIASS,DEL14q22
FRIASS,FRIASS
KIAA1614-AS1,KIAA1614-AS1
BGLT3,BGL3
BGLT3,LINC01083
BGLT3,lncRNA-BGL3
BGLT3,BGLT3
LINC01391,LINC01391
LOC103344931,LOC103344931
PGM5P4-AS1,FAM233C
PGM5P4-AS1,PGM5P4-AS1
LINC01410,LINC01410
IGKV1OR9-1,IGKV1/OR9-1
IGKV1OR9-1,IGKV1OR9-1
LOC103352541,LOC103352541
LINC01419,LVCAT7
LINC01419,PRLH1
LINC01419,TCONS_00014497
LINC01419,LINC01419
LINC01442,LINC01442
TRN-GTT18-1,TRN-GTT18-1
TRUND-NNN2-1,tRNA-Und-NNN-2-1
TRUND-NNN2-1,TRUND-NNN2-1
TRUND-NNN5-1,tRNA-Und-NNN-5-1
TRUND-NNN5-1,TRUND-NNN5-1
TRUND-NNN6-1,tRNA-Und-NNN-6-1
TRUND-NNN6-1,TRUND-NNN6-1
TRUND-NNN9-1,tRNA-Und-NNN-9-1
TRUND-NNN9-1,TRUND-NNN9-1
TRUND-NNN3-1,tRNA-Und-NNN-3-1
TRUND-NNN3-1,TRUND-NNN3-1
TRUND-NNN8-1,tRNA-Und-NNN-8-1
TRUND-NNN8-1,TRUND-NNN8-1
TRUND-NNN1-1,tRNA-Und-NNN-1-1
TRUND-NNN1-1,TRUND-NNN1-1
TRUND-NNN4-1,tRNA-Und-NNN-4-1
TRUND-NNN4-1,TRUND-NNN4-1
TRUND-NNN7-1,tRNA-Und-NNN-7-1
TRUND-NNN7-1,TRUND-NNN7-1
TRUND-NNN10-1,tRNA-Und-NNN-10-1
TRUND-NNN10-1,TRUND-NNN10-1
MIR3670-3,hsa-mir-3670-3
MIR3670-3,MIR3670-3
MIR6724-2,hsa-mir-6724-2
MIR6724-2,MIR6724-2
MIR3179-4,hsa-mir-3179-4
MIR3179-4,MIR3179-4
MIR9500,hsa-mir-9500
MIR9500,MIR9500
MIR3648-2,hsa-mir-3648-2
MIR3648-2,MIR3648-2
MIR941-5,MIR941-5
MIR6724-4,hsa-mir-6724-4
MIR6724-4,MIR6724-4
MIR1244-4,hsa-mir-1244-4
MIR1244-4,MIR1244-4
MIR548BB,MI0029321
MIR548BB,hsa-mir-548bb
MIR548BB,MIR548BB
MIR8069,MIR8069-2
MIR8069,hsa-mir-8069-2
MIR8069,MIR8069
MIR8485,hsa-mir-8485
MIR8485,MIR8485
MIR6859-4,hsa-mir-6859-4
MIR6859-4,MIR6859-4
MIR6724-3,hsa-mir-6724-3
MIR6724-3,MIR6724-3
MIR3670-4,hsa-mir-3670-4
MIR3670-4,MIR3670-4
MIR5701-3,hsa-mir-5701-3
MIR5701-3,MIR5701-3
ERVK-26,ERVK-26
TRG-CCC8-1,TRG-CCC8-1
LOC103568124,LOC103568124
TRN-ATT1-2,TRN-ATT1-2
CASC23,LINC01464
CASC23,CASC23
OFC14,OFC14
ASOBS,ASOBS
CDR1-AS,CDR1NAT
CDR1-AS,CDR1as
CDR1-AS,CIRS7
CDR1-AS,ciRS-7
CDR1-AS,CDR1-AS
PAPPA-AS2,AGU1
PAPPA-AS2,PAPPA-AS2
TGFB2-OT1,TGFB2-OT1
LLPH-DT,LLPH-AS1
LLPH-DT,LLPH-DT
LINC00456,LINC00456
RNU6-2,U6-2
RNU6-2,RNU6-2
LINC01046,LINC01046
LINC01288,TCONS_00014671
LINC01288,LINC01288
LINC01050,LINC01050
ADAMTS19-AS1,ADAMTS19-AS1
CATIP-AS2,CATIP-AS2
TBX2-AS1,TBX2-AS1
LINC00383,LINC00401
LINC00383,LINC00383
LOC103689914,LOC103689914
DLEU1-AS1,LINC01308
DLEU1-AS1,DLEU1-AS1
LOC103689916,LOC103689916
LINC01337,TCONS_00009713
LINC01337,LINC01337
LINC01378,LINC01378
FOXG1-AS1,FOXG1-AS
FOXG1-AS1,FOXG1-AS1
PKNOX2-DT,PKNOX2-AS1
PKNOX2-DT,PKNOX2-DT
LINC01435,TCONS_00018040
LINC01435,LINC01435
LINC01461,TCONS_00001552
LINC01461,LINC01461
LINC01048,LINC01048
LINC01167,TCONS_00018075
LINC01167,LINC01167
LINC01322,LINC01322
LINC01396,LINC01396
BBOX1-AS1,BBOX1-AS1
LINC01269,LINC01269
LINC00377,TCONS_00021861
LINC00377,LINC00377
LINC01058,LINC01058
LINC01068,LINC01068
LINC01170,LINC01170
LINC01287,TCONS_l2_00027522
LINC01287,LINC01287
MYCNUT,MYCNUN
MYCNUT,lncUSMycN
MYCNUT,MYCNUT
SPATA17-AS1,SPATA17-AS1
LINC01055,LINC01055
LINC01075,LINC01075
CCND2-AS1,CCND2-AS2
CCND2-AS1,CCND2-AS1
RORB-AS1,RORB-AS1
BIRC6-AS2,linc-birc6
BIRC6-AS2,megamind
BIRC6-AS2,BIRC6-AS2
FOXC2-AS1,ODRUL
FOXC2-AS1,FOXC2-AS1
PACERR,PACER
PACERR,PTGS2-AS1
PACERR,PTGS2AS1
PACERR,PACERR
TMEM92-AS1,TCONS_00025237
TMEM92-AS1,lncRNA-508851
TMEM92-AS1,TMEM92-AS1
SCA37,SCA37
DUPXP11.22,MRX17
DUPXP11.22,MRX31
DUPXP11.22,DUPXP11.22
SPDT,SPDT
LOC103908604,LOC103908604
LOC103908605,LOC103908605
LOC104054148,LOC104054148
RXYLT1-AS1,TMEM5-AS1
RXYLT1-AS1,RXYLT1-AS1
LINC01036,LINC01036
LINC01044,LINC01044
KBTBD11-OT1,KBTBD11-OT1
LINC01151,LINC01151
LINC01195,LINC01195
LINC01201,TCONS_00017091
LINC01201,LINC01201
LINC01221,TCONS_00000366
LINC01221,LINC01221
LINC01228,lincRNA-DYNLRB2-2
LINC01228,LINC01228
LINC01264,LINC01264
LINC01327,TCONS_00005644
LINC01327,LINC01327
LINC01331,LINC01331
LINC01399,LINC01399
MAFA-AS1,TCONS_00014882
MAFA-AS1,MAFA-AS1
NRIR,lncCMPK2
NRIR,lncRNA-CMPK2
NRIR,NRIR
LINC00363,TCONS_00021586
LINC00363,LINC00363
LINC00399,TCONS_00021596
LINC00399,LINC00399
APOA1-AS,APOA1-AS
ZNF511-PRAP1,ZNF511-PRAP1
GACAT1,LINC00876
GACAT1,GACAT1
SMAD1-AS1,SMAD1-AS1
EA8,EA8
LINC01202,LINC01202
LMO7DN-IT1,C13orf45-IT1
LMO7DN-IT1,TCONS_00021569
LMO7DN-IT1,LMO7DN-IT1
LINC01309,TCONS_l2_00007459
LINC01309,LINC01309
PTPRJ-AS1,PTPRJ-AS1
DLX2-DT,DLX2-AS1
DLX2-DT,TCONS_00003049
DLX2-DT,DLX2-DT
ABHD15-AS1,linc-TP53I13
ABHD15-AS1,lnc-TP53I13
ABHD15-AS1,ABHD15-AS1
LINC00431,LINC00431
LINC01033,LINC01033
LINC01072,LINC01072
LINC01162,LINC01162
LINC01397,LINC01397
LINC00375,LINC00375
LINC01143,LINC01143
TXNDC12-AS1,TXNDC12-AS1
NCOA7-AS1,NCOA7-AS1
LINC00396,LINC00396
LINC00428,LINC00428
CYP4A22-AS1,ncRNA-a3
CYP4A22-AS1,CYP4A22-AS1
LINC01039,LINC01039
LINC01054,LINC01054
LINC01090,LINC01090
ERICD,ERIC
ERICD,LINC01130
ERICD,TCONS_00014875
ERICD,ERICD
LINC01177,LINC01177
LHX5-AS1,locus 4010
LHX5-AS1,locus4010
LHX5-AS1,LHX5-AS1
LINC01219,LINC01219
LINC01256,TCONS_l2_00021715
LINC01256,LINC01256
LINC01307,LINC01307
LINC01317,LINC01317
LINC01320,LINC01320
LINC01324,LINC01324
MIR217HG,MIR216AHG
MIR217HG,MIR216BHG
MIR217HG,MIR217HG
LINC01392,LINC01392
LINC01525,lnc-MAN1A2-1
LINC01525,LINC01525
LINC00376,LINC00376
LINC01386,LINC01386
SGMS1-AS1,SGMS1-AS1
SCEL-AS1,SCEL-AS1
ABCA9-AS1,ABCA9-AS1
LENG8-AS1,LENG8-AS1
TET2-AS1,TET2-AS1
ZBTB20-AS3,ZBTB20-AS3
SAPCD1-AS1,C6orf26-AS1
SAPCD1-AS1,SAPCD1-AS1
F10-AS1,F10-AS1
MIR222HG,Lnc-Ang362
MIR222HG,MIR222HG
STX18-IT1,STX18-IT1
PCAT29,PCAT29
DISC1-IT1,DISC1-IT1
SNHG14,115HG
SNHG14,IC-SNURF-SNRPN
SNHG14,LNCAT
SNHG14,NCRNA00214
SNHG14,U-UBE3A-ATS
SNHG14,UBE3A-AS
SNHG14,UBE3A-AS1
SNHG14,UBE3A-ATS
SNHG14,UBE3AATS
SNHG14,SNHG14
WARS2-IT1,WARS2-IT1
LINC01224,LINC01224
LINC00508,LINC00508
IRAIN,IGF1R-AS
IRAIN,IGF1RAS
IRAIN,IRAIN
FOXP1-AS1,FOXP1-AS1
MGAT3-AS1,TapSAKI
MGAT3-AS1,MGAT3-AS1
TRIM31-AS1,TRIM31-AS1
UBE2V2P2,UBE2V2P2
SALRNA1,SAL-RNA1
SALRNA1,XLOC_023166
SALRNA1,SALRNA1
SALRNA3,SAL-RNA3
SALRNA3,XLOC_025918
SALRNA3,SALRNA3
SALRNA2,SAL-RNA2
SALRNA2,XLOC_025931
SALRNA2,SALRNA2
LUNAR1,LUNAR1
MHRT,Myheart
MHRT,MHRT
LOC104613533,LOC104613533
ENPP7P13,DUNQU1
ENPP7P13,ENPP7P13
LINC01402,GS1-421I3.4
LINC01402,TCONS_00017087
LINC01402,LINC01402
GACAT3,LINC01458
GACAT3,lncRNA-AC130710
GACAT3,GACAT3
KCNMB2-AS1,KCNMB2-AS1
GS1-594A7.3,GS1-594A7.3
LINC02210-CRHR1,CRHR1-IT1-CRHR1
LINC02210-CRHR1,MGC57346-CRHR1
LINC02210-CRHR1,LINC02210-CRHR1
DALIR,DALI
DALIR,DALIR
MYL12-AS1,MYL12-AS1
VVS,VVS
CMTS,CMTS
SPDYE13,SPDYE13P
SPDYE13,SPDYE13
SPDYE15,SPDYE15P
SPDYE15,SPDYE15
HBB-3'HS1,3'HS1
HBB-3'HS1,HSVI
HBB-3'HS1,HBB-3'HS1
BISPR,lncBST2
BISPR,BISPR
H19-ICR,BWS
H19-ICR,H19-DMD
H19-ICR,IC1
H19-ICR,ICR1
H19-ICR,ICR1-DMR
H19-ICR,SRS1
H19-ICR,WT2
H19-ICR,H19-ICR
CXDUPQ26.3,DUPXq26.3
CXDUPQ26.3,XLAG
CXDUPQ26.3,CXDUPQ26.3
LOC105274304,LOC105274304
LOC105274310,LOC105274310
TEMPS,TEMPS
OI16,C16DELp11.2
OI16,DEL16p11.2
OI16,OI16
LOC105369140,LOC105369140
LOC105369143,LOC105369143
LOC105369146,LOC105369146
LOC105369147,LOC105369147
LOC105369149,LOC105369149
LINC02750,LINC02750
LOC105369151,LOC105369151
PKD1P6-NPIPP1,PKD1P6-NPIPP1
LOC105369161,LOC105369161
LOC105369164,LOC105369164
LOC105369165,LOC105369165
LOC105369167,LOC105369167
LOC105369168,LOC105369168
LOC105369171,LOC105369171
LOC105369177,LOC105369177
LOC105369180,LOC105369180
LOC105369182,LOC105369182
LOC105369183,LOC105369183
LOC105369187,LOC105369187
PPM1K-DT,PPM1K-DT
LOC105369194,LOC105369194
LOC105369199,LOC105369199
GCAWKR,GCAWKR
LOC105369203,LOC105369203
LOC105369209,LOC105369209
LOC105369212,LOC105369212
LOC105369213,LOC105369213
LOC105369218,LOC105369218
SIRPB3P,SIRPB3P
LOC105369220,LOC105369220
ILRUNP1,ILRUNP1
LOC105369225,LOC105369225
LOC105369226,LOC105369226
LOC105369227,LOC105369227
LOC105369228,LOC105369228
LOC105369249,LOC105369249
LOC105369250,LOC105369250
LOC105369266,LOC105369266
OR4N4C,OR4N4C
LOC105369289,LOC105369289
LOC105369292,LOC105369292
LOC105369293,LOC105369293
LOC105369294,LOC105369294
SETD4-AS1,SETD4-AS1
CYP4F9P,CYP4F9P
LOC105369297,LOC105369297
LOC105369298,LOC105369298
LOC105369299,LOC105369299
LOC105369301,LOC105369301
LOC105369302,LOC105369302
LOC105369304,LOC105369304
LOC105369305,LOC105369305
LOC105369306,LOC105369306
LOC105369308,LOC105369308
LOC105369309,LOC105369309
LOC105369310,LOC105369310
LOC105369312,LOC105369312
LOC105369313,LOC105369313
LOC105369315,LOC105369315
SLC25A47P1,SLC25A47P1
LINC02739,LINC02739
LOC105369318,LOC105369318
LINC02705,LINC02705
LOC105369320,LOC105369320
LOC105369321,LOC105369321
LOC105369322,LOC105369322
TMEM109-DT,TMEM109-DT
LOC105369325,LOC105369325
LOC105369326,LOC105369326
LOC105369329,LOC105369329
LOC105369331,LOC105369331
STX5-DT,STX5-DT
LOC105369333,LOC105369333
LOC105369334,LOC105369334
LOC105369335,LOC105369335
LOC105369339,LOC105369339
PPP1R14B-AS1,PPP1R14B-AS1
LOC105369341,LOC105369341
MIR194-2HG,MIR194-2HG
LOC105369344,LOC105369344
LINC02736,LINC02736
RELA-DT,RELA-DT
LOC105369349,LOC105369349
LOC105369350,LOC105369350
KLC2-AS2,KLC2-AS2
KLC2-AS1,KLC2-AS1
LOC105369354,LOC105369354
LOC105369355,LOC105369355
LOC105369358,LOC105369358
LOC105369359,LOC105369359
LINC02754,LINC02754
CHKA-DT,CHKA-DT
LOC105369363,LOC105369363
LINC02701,LINC02701
LOC105369366,LOC105369366
LOC105369367,LOC105369367
LOC105369368,LOC105369368
LOC105369370,LOC105369370
LOC105369371,LOC105369371
LOC105369372,LOC105369372
LOC105369373,LOC105369373
LOC105369376,LOC105369376
LOC105369377,LOC105369377
PDE2A-AS2,PDE2A-AS2
PDE2A-AS1,PDE2A-AS1
LOC105369380,LOC105369380
LOC105369381,LOC105369381
LOC105369382,LOC105369382
LOC105369383,LOC105369383
LOC105369386,LOC105369386
LOC105369388,LOC105369388
LOC105369389,LOC105369389
LOC105369391,LOC105369391
LOC105369392,LOC105369392
LOC105369393,LOC105369393
LOC105369395,LOC105369395
LOC105369397,LOC105369397
LOC105369399,LOC105369399
LOC105369400,LOC105369400
LOC105369401,LOC105369401
LOC105369402,LOC105369402
LOC105369403,LOC105369403
LOC105369405,LOC105369405
LOC105369406,LOC105369406
LOC105369408,LOC105369408
LOC105369409,LOC105369409
LOC105369410,LOC105369410
LINC02734,LINC02734
LOC105369416,LOC105369416
LOC105369420,LOC105369420
LOC105369421,LOC105369421
LOC105369422,LOC105369422
LINC02711,LINC02711
LINC02748,LINC02748
LINC02756,LINC02756
LOC105369429,LOC105369429
LINC02746,LINC02746
LOC105369435,LOC105369435
LINC02700,LINC02700
PIWIL4-AS1,PIWIL4-AS1
LOC105369439,LOC105369439
LOC105369440,LOC105369440
LOC105369441,LOC105369441
LINC02737,LINC02737
TOMM20P1,TOMM20P1
LOC105369448,LOC105369448
LINC02553,LINC02553
LOC105369450,LOC105369450
LOC105369451,LOC105369451
LOC105369452,LOC105369452
LOC105369453,LOC105369453
LINC02713,LINC02713
LOC105369455,LOC105369455
LOC105369456,LOC105369456
LOC105369457,LOC105369457
LOC105369458,LOC105369458
LOC105369460,LOC105369460
LOC105369463,LOC105369463
LOC105369464,LOC105369464
LOC105369466,LOC105369466
LOC105369468,LOC105369468
LOC105369469,LOC105369469
LINC02719,LINC02719
LOC105369474,LOC105369474
LOC105369475,LOC105369475
LOC105369477,LOC105369477
LINC02715,LINC02715
LOC105369483,LOC105369483
LOC105369484,LOC105369484
LINC02732,LINC02732
LOC105369487,LOC105369487
LOC105369488,LOC105369488
LOC105369489,LOC105369489
LINC02550,LINC02550
LOC105369491,LOC105369491
LOC105369496,LOC105369496
LOC105369498,LOC105369498
LOC105369501,LOC105369501
LOC105369504,LOC105369504
LOC105369505,LOC105369505
LOC105369506,LOC105369506
LOC105369507,LOC105369507
LOC105369509,LOC105369509
LOC105369511,LOC105369511
LINC02698,LINC02698
LOC105369513,LOC105369513
LOC105369515,LOC105369515
LOC105369517,LOC105369517
LOC105369519,LOC105369519
LOC105369520,LOC105369520
NECTIN1-AS1,NECTIN1-AS1
LOC105369526,LOC105369526
LOC105369527,LOC105369527
LINC02744,LINC02744
LOC105369529,LOC105369529
LOC105369530,LOC105369530
LOC105369531,LOC105369531
LOC105369532,LOC105369532
LOC105369533,LOC105369533
LOC105369534,LOC105369534
LOC105369535,LOC105369535
SORL1-AS1,SORL1-AS1
LOC105369539,LOC105369539
LOC105369540,LOC105369540
LINC02727,LINC02727
LOC105369543,LOC105369543
LOC105369544,LOC105369544
LOC105369545,LOC105369545
CCDC15-DT,CCDC15-DT
LOC105369549,LOC105369549
STT3A-AS1,STT3A-AS1
LOC105369551,LOC105369551
LOC105369552,LOC105369552
HP11014,HP11014
LOC105369558,LOC105369558
LOC105369559,LOC105369559
LOC105369561,LOC105369561
LOC105369562,LOC105369562
LINC02725,LINC02725
LINC02098,LINC02098
LOC105369565,LOC105369565
LOC105369568,LOC105369568
LOC105369571,LOC105369571
LOC105369572,LOC105369572
LOC105369574,LOC105369574
LOC105369575,LOC105369575
LOC105369576,LOC105369576
LOC105369577,LOC105369577
LOC105369578,LOC105369578
LOC105369579,LOC105369579
LOC105369580,LOC105369580
LOC105369583,LOC105369583
LINC02706,LINC02706
LINC02697,LINC02697
LOC105369587,LOC105369587
LINC02717,LINC02717
LINC02684,LINC02684
LOC105369591,LOC105369591
LOC105369592,LOC105369592
LOC105369593,LOC105369593
LOC105369594,LOC105369594
LOC105369595,LOC105369595
LINC02455,LINC02455
LOC105369601,LOC105369601
LOC105369602,LOC105369602
LINC02827,LINC02827
LOC105369607,LOC105369607
LOC105369608,LOC105369608
PARP11-AS1,PARP11-AS1
LOC105369611,LOC105369611
LOC105369612,LOC105369612
LOC105369614,LOC105369614
LOC105369616,LOC105369616
LOC105369617,LOC105369617
LOC105369618,LOC105369618
LOC105369621,LOC105369621
LOC105369622,LOC105369622
LOC105369623,LOC105369623
LOC105369624,LOC105369624
LOC105369625,LOC105369625
LOC105369626,LOC105369626
LOC105369631,LOC105369631
LOC105369632,LOC105369632
LOC105369634,LOC105369634
MIR200CHG,U47924.27
MIR200CHG,MIR200CHG
LOC105369645,LOC105369645
LOC105369647,LOC105369647
LOC105369649,LOC105369649
LINC02390,LINC02390
LOC105369655,LOC105369655
LOC105369656,LOC105369656
LOC105369657,LOC105369657
LOC105369658,LOC105369658
LOC105369663,LOC105369663
LOC105369666,LOC105369666
LOC105369667,LOC105369667
LOC105369668,LOC105369668
LOC105369669,LOC105369669
LOC105369670,LOC105369670
LOC105369672,LOC105369672
LOC105369673,LOC105369673
LOC105369677,LOC105369677
LINC02378,LINC02378
LOC105369682,LOC105369682
LINC02468,LINC02468
LOC105369685,LOC105369685
LOC105369686,LOC105369686
LOC105369687,LOC105369687
LOC105369688,LOC105369688
LOC105369689,LOC105369689
LOC105369690,LOC105369690
ETNK1-DT,ETNK1-DT
LOC105369692,LOC105369692
LOC105369696,LOC105369696
